,avg_log_income,log_income_per_capita,migrated_yn,income_satisfaction,income_sufficiency_6m,econ_condition,country
4307,4.448668411168399,5.096812990337308,1,3,3,1,GT
4329,3.549766800904939,3.970291913552122,1,2,3,1,GT
4335,4.096992719423298,4.7427558489406545,1,2,4,1,GT
4338,4.096992719423298,4.7427558489406545,1,3,1,1,GT
4339,3.549766800904939,3.970291913552122,0,2,4,1,GT
4341,3.2716162716254615,3.5115454388310208,0,3,5,3,GT
4349,3.9456086405407778,4.03802613155631,0,2,2,2,GT
4350,4.6255371638124725,5.564520407322694,1,3,2,2,GT
4353,3.054544241741324,3.295836866004329,1,2,2,1,GT
4354,,0.9444616086741848,0,2,1,2,GT
4355,3.4441698302976227,3.86702563949741,0,3,3,1,GT
4365,2.2570708571073714,3.4106761257582088,1,4,5,1,HND
4370,2.8816073513344955,3.7917368394784563,0,2,2,3,GT
4390,,1.3217558399823195,0,4,5,1,HND
4400,3.4441698302976227,4.085976312551584,1,2,5,1,GT
4402,3.268214219684127,3.5115454388310208,0,3,5,2,GT
4407,3.9421406805973325,4.590056548178043,1,3,2,2,GT
4410,,1.1631508098056809,0,3,5,1,GT
4411,,1.1631508098056809,0,3,2,3,GT
4417,,1.3217558399823195,0,4,5,3,GT
4422,3.130953880710816,3.7669972333778885,0,3,5,3,GT
4423,,1.041453874710514,1,4,5,99,GT
4434,2.2429905966661154,2.847812143477369,0,3,5,1,GT
4438,3.054544241741324,3.147840051935498,0,2,3,2,GT
4442,3.268214219684127,3.3623575484449013,1,2,2,3,GT
4443,3.9421406805973325,4.03802613155631,0,2,2,3,GT
4444,3.268214219684127,3.3623575484449013,0,2,2,1,GT
4458,1.0482737313564945,1.752094212893427,0,2,3,2,GT
4469,,1.3217558399823195,0,2,5,1,HND
4471,,1.041453874710514,1,2,2,1,GT
4476,3.268214219684127,3.1208954166550558,1,3,4,1,GT
4483,3.4441698302976227,4.770684624465665,0,3,2,1,GT
4504,,1.041453874710514,0,3,5,3,GT
4505,2.4074637125585987,3.0204248861443626,0,3,5,1,GT
4519,4.910766633521167,5.85124416642854,1,2,2,3,GT
4521,4.778287093006292,4.875197323201151,1,1,1,3,GT
4522,4.6255371638124725,5.564520407322694,0,2,2,2,GT
4524,4.4451733674106535,4.694401319411156,1,3,5,2,GT
4529,,1.3217558399823195,1,4,5,1,GT
4531,3.9421406805973325,3.7917368394784563,0,2,3,2,GT
4537,3.546332111109674,4.473541743547678,0,3,4,1,GT
4559,3.0038658263520177,4.751864565138895,0,2,5,0,HND
4560,2.5892130901035544,4.314817884980432,0,2,5,0,HND
4565,3.1085094675318885,4.860780927439802,0,3,3,0,HND
4568,5.303304908059076,3.713572066704308,1,3,5,0,HND
4569,2.2570708571073714,4.639571612705423,1,3,5,0,HND
4573,3.4441698302976227,3.5388867844768352,1,2,3,1,GT
4575,3.054544241741324,3.4719664525503626,1,1,3,1,GT
4576,2.8816073513344955,3.5115454388310208,1,2,5,2,GT
4579,2.1493544814407994,1.9242486522741338,0,4,5,1,GT
4580,3.546332111109674,3.64133850927003,1,4,5,2,GT
4584,1.930800209570551,2.782951509481513,0,4,5,1,GT
4587,2.0460362461590424,2.6390573296152584,1,4,5,1,GT
4589,3.7636929362655134,4.010358906209431,0,2,2,2,GT
4598,3.546332111109674,4.875197323201151,0,3,4,2,GT
4601,,1.3217558399823195,0,3,4,1,HND
4603,,1.1631508098056809,0,2,5,2,HND
4628,2.2506568602336765,3.560098664342798,1,2,5,1,HND
4632,0.9928050065583462,2.0583881324394504,0,3,5,1,HND
4633,,1.5404450410185773,0,2,5,1,HND
4636,,1.3217558399823195,0,4,5,1,HND
4637,,1.5404450410185773,0,3,5,2,HND
4642,5.726140396496191,7.29776828253138,1,2,1,2,HND
4643,1.1113813494375226,2.5877640352277083,1,2,1,2,HND
4644,1.807695480463031,3.457892725338701,0,2,5,1,HND
4645,,1.8718021769015913,1,2,5,1,HND
4647,2.680360488357441,4.198704577546343,1,3,4,0,HND
4650,1.481056208799448,4.418840607796598,0,3,3,0,HND
4653,,1.1631508098056809,0,2,5,1,HND
4654,2.88970153334586,4.087176072719507,0,2,5,2,HND
4655,2.680360488357441,4.198704577546343,0,2,5,99,HND
4663,1.481056208799448,4.418840607796598,1,2,4,0,HND
4666,3.139153685807056,6.280395838960195,1,2,2,0,HND
4669,2.415267498078397,3.7376696182833684,0,3,3,0,HND
4670,2.680360488357441,4.0193815238085255,0,2,3,0,HND
4671,2.053505080830858,3.520460802488973,0,4,3,1,HND
4685,,1.3217558399823195,0,2,3,2,HND
4709,,0.9444616086741848,0,2,3,3,GT
4715,,0.9444616086741848,0,2,5,3,GT
4716,0.9874173785760633,1.2809338454620642,0,3,3,1,GT
4718,3.268214219684127,3.1208954166550558,1,2,2,2,GT
4719,2.0460362461590424,2.1316272949012536,1,3,4,1,GT
4721,2.4074637125585987,3.295836866004329,0,3,2,2,GT
4723,2.8816073513344955,3.295836866004329,0,3,3,1,GT
4729,2.672377702915691,3.295836866004329,1,2,2,2,GT
4743,4.4451733674106535,5.786897381366708,0,2,2,2,GT
4745,4.4451733674106535,5.786897381366708,0,2,3,1,GT
4750,4.4451733674106535,4.875197323201151,0,1,1,2,GT
4755,4.4451733674106535,5.096812990337308,1,4,5,1,GT
4758,3.7636929362655134,4.694401319411156,0,3,2,1,GT
4759,3.9421406805973325,4.590056548178043,0,2,2,1,GT
4760,3.7636929362655134,4.694401319411156,0,3,5,3,GT
4790,3.7636929362655134,4.409763389645481,0,2,3,2,GT
4791,4.200016434403453,4.850075229083814,0,2,2,2,GT
4793,4.174435484117928,4.824305715904762,0,2,2,2,GT
4808,3.388887964017286,4.7140245909001735,0,2,2,1,GT
4812,2.782454705476383,4.085976312551584,0,3,4,2,GT
4813,2.8816073513344955,3.5115454388310208,0,2,4,1,GT
4814,3.330370257533336,4.253245844760563,1,2,2,2,GT
4816,2.680360488357441,3.868220382829455,1,2,5,2,HND
4818,1.481056208799448,2.542726220339748,0,2,2,2,HND
4820,1.807695480463031,2.7957557815213154,0,2,2,2,HND
4838,,1.1631508098056809,0,3,5,1,HND
4846,,1.5404450410185773,1,2,3,2,HND
4853,2.531084929765187,4.258445572902527,1,3,4,0,HND
4854,,1.041453874710514,1,2,4,0,HND
4857,2.0546615377709543,3.7376696182833684,1,2,4,0,HND
4872,2.0546615377709543,3.1957534075058263,1,4,5,1,HND
4874,,1.3217558399823195,0,4,5,1,HND
4878,2.7917441425937044,4.135166556742356,1,2,2,2,HND
4885,3.131581091373272,4.448516375942715,0,2,3,2,GT
4886,3.4448047414484706,4.3694478524670215,0,2,3,2,GT
4888,3.0551691785492596,3.970291913552122,0,2,3,2,GT
4890,3.3606901639833606,4.684443366882599,1,3,2,1,GT
4898,3.131581091373272,5.135798437050262,1,2,2,1,GT
4899,3.0551691785492596,4.3694478524670215,1,2,2,1,GT
4902,,1.5404450410185773,1,2,5,2,HND
4907,3.131581091373272,3.373026504809745,1,2,5,1,GT
4908,4.094160045199882,4.189654742026425,0,3,4,1,GT
4915,,1.041453874710514,0,4,4,1,HND
4916,2.252404337400378,3.7376696182833684,0,2,5,2,HND
4921,,1.3217558399823195,0,2,3,2,HND
4925,,1.5404450410185773,0,2,2,1,HND
4934,,1.3217558399823195,0,2,5,2,HND
4937,2.05520776130986,3.7376696182833684,0,2,5,2,HND
4960,6.2166061010848646,4.282600854555594,1,2,2,1,SLV
4962,5.170483995038151,4.083171261567796,1,4,4,1,SLV
4969,,1.5404450410185773,1,2,2,2,GT
4975,2.557485030093287,5.662960480135946,1,2,2,2,HND
4977,,1.5404450410185773,0,4,5,1,GT
4985,2.156931725202843,3.308977659669826,0,3,5,0,HND
4989,3.8749486464079643,3.970291913552122,1,2,2,1,GT
4992,3.764107513021929,4.694401319411156,0,2,4,2,GT
4994,3.49696660760383,4.422848629154137,0,2,4,2,GT
4995,4.44559280823473,5.786897381366708,0,3,4,3,GT
